DBN,sch.name,sch.pop,sch.rig.instr,sch.coll.teach,sch.support.env,sch.eff.lead,sch.fam.inv,sch.trust,sch.ela,sch.mth,sch.ell,sch.iep,sch.contained,sch.ENI,sch.tmp.hous,sch.HRA,sch.eth.aapi,sch.eth.bl,sch.eth.his,sch.eth.wh,sch.princ.yrs,sch.teach.3plus,sch.st.att,sch.abs.18plus,sch.tch.att,sch.coll.3sem,sch.grad
29Q313,Benjamin Franklin High School for Finance & Inform,389,0.85,0.82,0.77,0.85,0.85,0.87,2.64,2.4,0.131,0.177,0.044,0.69,0.113,0.571,0.147,0.602,0.165,0.021,0.9,0.9,0.849,0.476,0.975,N<15,0.84
29Q326,Cambria Heights Academy,370,0.76,0.8,0.72,0.87,0.9,0.89,2.63,2.38,0.103,0.173,0.003,0.6,0.092,0.519,0.146,0.724,0.097,0.016,9,0.75,0.872,0.338,0.974,0.614,0.94
29Q327,Eagle Academy for Young Men III,276,0.69,0.66,0.62,0.75,0.89,0.78,2.61,2.37,0.004,0.243,0.043,0.52,0.091,0.438,0.022,0.859,0.043,0.018,1.9,0.757,0.868,0.419,0.965,0.717,0.9
29Q492,"Mathematics, Science Research and Technology Magne",407,0.76,0.83,0.7,0.89,0.84,0.87,2.67,2.52,0.145,0.111,0.01,0.7,0.108,0.587,0.162,0.688,0.113,0.015,1.5,0.625,0.842,0.431,0.972,0.367,0.73
29Q498,Humanities & Arts Magnet High School,439,0.69,0.7,0.65,0.79,0.92,0.84,2.62,2.28,0.114,0.171,0.002,0.68,0.118,0.569,0.062,0.745,0.15,0.016,2.9,0.846,0.86,0.398,0.961,0.35,0.84
30Q258,Energy Tech High School,533,0.85,0.91,0.77,0.93,0.91,0.92,3.01,3.05,0.026,0.163,0.002,0.63,0.038,0.544,0.167,0.094,0.578,0.124,6.1,0.639,0.911,0.261,0.986,0.436,0.88
30Q286,"Young Women's Leadership School, Astoria",320,0.84,0.81,0.8,0.71,0.89,0.82,3.32,3.24,0.034,0.131,0.006,0.73,0.038,0.634,0.366,0.075,0.394,0.156,3.9,0.757,0.937,0.178,0.967,0.863,1
30Q301,Academy for Careers in Television and Film,562,0.85,0.92,0.81,0.96,0.92,0.95,3.13,2.97,0.016,0.214,0.004,0.53,0.034,0.423,0.071,0.117,0.559,0.187,6.5,0.824,0.931,0.192,0.985,0.767,0.98
30Q445,William Cullen Bryant High School,2344,0.7,0.67,0.65,0.68,0.81,0.76,2.84,2.76,0.186,0.147,0.043,0.8,0.1,0.689,0.262,0.067,0.515,0.137,7.9,0.647,0.881,0.297,0.962,0.49,0.75
30Q450,Long Island City High School,2252,0.77,0.81,0.66,0.85,0.87,0.88,2.82,2.68,0.114,0.165,0.007,0.8,0.079,0.715,0.146,0.103,0.674,0.059,7.1,0.774,0.876,0.352,0.952,0.409,0.77
30Q501,Frank Sinatra School of the Arts High School,853,0.83,0.84,0.78,0.87,0.88,0.91,3.59,3.56,0.008,0.188,0,0.36,0.021,0.256,0.114,0.132,0.331,0.359,1.9,0.941,0.923,0.211,0.973,0.878,0.94
30Q502,Information Technology High School,1011,0.74,0.8,0.68,0.83,0.86,0.85,2.79,2.78,0.073,0.193,0.058,0.76,0.099,0.681,0.208,0.111,0.595,0.073,0.8,0.906,0.88,0.307,0.963,0.629,0.77
30Q555,Newcomers High School,828,0.82,0.85,0.79,0.9,0.87,0.91,1.85,2.22,0.783,0.008,0,0.97,0.221,0.591,0.279,0.01,0.639,0.058,0.9,0.881,0.889,0.289,0.96,0.379,0.68
30Q575,Academy of American Studies,1007,0.73,0.58,0.63,0.66,0.82,0.76,3.49,3.55,0.026,0.074,0,0.53,0.019,0.436,0.256,0.044,0.352,0.346,7.9,0.833,0.925,0.22,0.959,0.774,0.97
30Q580,Baccalaureate School for Global Education,412,0.84,0.78,0.82,0.73,0.88,0.83,3.87,4.02,0.024,0.102,0.027,0.44,0.012,0.35,0.444,0.051,0.218,0.255,12.4,0.906,0.962,0.068,0.969,0.852,0.98
31R028,The Eagle Academy for Young Men of Staten Island,54,0.79,0.86,0.72,0.91,0.91,0.9,2.35,2.08,0.056,0.426,0,0.7,0.037,0.556,0.093,0.556,0.278,0.074,5.1,0.759,0.89,0.431,0.973,N<15,N<15
31R047,CSI High School for International Studies,496,0.88,0.91,0.8,0.94,0.88,0.91,3.48,3.42,0,0.149,0.002,0.37,0.014,0.284,0.167,0.073,0.198,0.54,8.9,0.893,0.949,0.143,0.976,0.771,1
31R064,Gaynor McCown Expeditionary Learning School,434,0.81,0.84,0.7,0.88,0.89,0.89,3.05,2.84,0.007,0.27,0.069,0.38,0.018,0.281,0.021,0.09,0.221,0.597,10.1,0.794,0.918,0.247,0.971,0.779,0.93
31R080,The Michael J. Petrides School,457,0.84,0.89,0.69,0.91,0.93,0.91,3.12,3,0.004,0.274,0.033,0.45,0.018,0.322,0.094,0.245,0.217,0.438,15.3,0.884,0.915,0.265,0.964,0.602,0.95
31R440,New Dorp High School,3051,0.8,0.85,0.66,0.92,0.88,0.89,2.99,2.82,0.045,0.232,0.065,0.55,0.051,0.449,0.095,0.102,0.271,0.519,20.1,0.832,0.912,0.175,0.962,0.523,0.84
31R445,Port Richmond High School,1564,0.83,0.87,0.69,0.9,0.89,0.91,2.78,2.52,0.092,0.276,0.087,0.72,0.104,0.621,0.077,0.233,0.455,0.214,1.1,0.837,0.84,0.402,0.967,0.387,0.72
31R450,Curtis High School,2586,0.77,0.77,0.66,0.81,0.83,0.87,2.89,2.66,0.082,0.191,0.017,0.74,0.1,0.617,0.07,0.359,0.406,0.134,4,0.879,0.861,0.36,0.966,0.539,0.79
31R455,Tottenville High School,3654,0.75,0.72,0.68,0.75,0.85,0.8,3.26,3.26,0.016,0.207,0.043,0.31,0.026,0.24,0.054,0.016,0.116,0.804,5.1,0.889,0.915,0.244,0.962,0.682,0.92
31R460,Susan E. Wagner High School,3383,0.77,0.76,0.69,0.73,0.83,0.81,3.2,3.04,0.039,0.213,0.072,0.52,0.04,0.424,0.151,0.103,0.272,0.461,1.9,0.865,0.91,0.235,0.958,0.713,0.89
31R600,Ralph R. McKee Career and Technical Education High,795,0.83,0.86,0.68,0.89,0.85,0.88,2.67,2.47,0.065,0.326,0.092,0.71,0.059,0.615,0.047,0.272,0.482,0.189,12.1,0.733,0.84,0.445,0.96,0.442,0.73
31R605,Staten Island Technical High School,1331,0.9,0.87,0.86,0.88,0.84,0.92,4.12,4.32,0,0.013,0,0.35,0.011,0.243,0.509,0.007,0.026,0.452,5.9,0.902,0.962,0.078,0.967,0.902,1
32K168,The Brooklyn School for Math and Research,277,0.77,0.81,0.68,0.88,0.88,0.92,2.79,2.85,0.097,0.177,0,0.81,0.119,0.7,0.051,0.477,0.422,0.025,8.1,0.65,0.901,0.36,0.982,0.741,0.88
32K403,Academy for Environmental Leadership,238,0.69,0.68,0.65,0.74,0.9,0.84,2.41,2.2,0.437,0.193,0.004,0.89,0.214,0.739,0.042,0.155,0.756,0.042,4.4,0.857,0.837,0.457,0.976,0.295,0.72
32K545,EBC High School for Public Service - Bushwick,479,0.81,0.78,0.7,0.83,0.89,0.87,2.54,2.25,0.196,0.23,0.01,0.9,0.148,0.839,0.002,0.094,0.881,0.021,7.9,0.784,0.828,0.513,0.948,0.311,0.81
32K549,The Brooklyn School for Social Justice,335,0.74,0.71,0.73,0.75,0.9,0.85,2.44,2.18,0.358,0.224,0,0.92,0.185,0.8,0.012,0.194,0.746,0.033,5,0.613,0.79,0.534,0.964,0.288,0.72
32K552,The Academy of Urban Planning and Engineering,231,0.84,0.95,0.73,0.98,0.92,0.96,2.47,2.27,0.238,0.273,0.017,0.89,0.156,0.771,0.004,0.225,0.749,0.013,2.7,0.7,0.903,0.3,0.977,0.264,0.83
32K554,All City Leadership Secondary School,250,0.94,0.94,0.89,0.98,0.96,0.95,3.49,3.68,0.028,0.148,0.004,0.71,0.044,0.6,0.048,0.1,0.796,0.052,16.1,0.889,0.934,0.196,0.971,0.759,0.98
32K556,Bushwick Leaders High School for Academic Excellen,302,0.68,0.62,0.71,0.64,0.91,0.82,2.44,2.22,0.258,0.278,0.01,0.92,0.212,0.841,0.017,0.199,0.755,0.013,15.5,0.571,0.831,0.526,0.979,0.432,0.76
84K356,Achievement First Crown Heights Charter School,432,0.74,0.88,0.68,0.83,0.94,0.88,3.26,3.6,0.002,0.15,0.005,0.63,0.037,0.507,0,0.887,0.102,0,.,.,0.957,0.092,.,0.714,0.97
84K357,KIPP AMP Charter School,163,0.87,0.88,0.79,0.94,0.93,0.95,3.05,3.34,0.012,0.141,0,0.69,0.135,0.534,0.006,0.877,0.074,0,.,.,0.934,0.153,.,0.808,0.97
84K358,Achievement First East New York Charter School,389,0.87,0.91,0.73,0.93,0.96,0.92,3.52,3.89,0.023,0.08,0.003,0.68,0.028,0.558,0.008,0.458,0.527,0.003,.,.,0.97,0.058,.,0.677,0.89
84K359,The Uft Charter School,221,0.79,0.69,0.72,0.77,0.86,0.86,2.52,2.3,0.086,0.113,0,0.83,0.154,0.692,0.023,0.719,0.235,0.009,.,.,0.829,0.513,.,0.533,0.79
84K473,Williamsburg Charter High School,934,0.78,0.78,0.65,0.81,0.88,0.86,2.77,2.55,0.067,0.183,0.032,0.8,0.069,0.707,0.007,0.277,0.698,0.013,.,.,0.853,0.436,.,0.477,0.83
84K517,Leadership Prep Bedford Stuyvesant Uncommon Prep C,373,0.81,0.79,0.68,0.81,0.93,0.86,3.1,3.46,0.013,0.129,0.008,0.69,0.064,0.55,0.005,0.702,0.172,0.008,.,.,0.903,0.331,.,N<15,0.8
84K608,Kings Collegiate Charter School,219,0.82,0.78,0.64,0.83,0.93,0.88,3.15,3.6,0.009,0.128,0.005,0.77,0.073,0.662,0.014,0.813,0.155,0,.,.,0.918,0.244,.,N<15,N<15
84K626,Achievement First Brownsville Charter School,288,0.81,0.72,0.7,0.81,0.91,0.85,3.31,3.56,0.01,0.094,0.007,0.73,0.063,0.594,0.021,0.84,0.128,0,.,.,0.954,0.117,.,N<15,N<15
84K652,Brooklyn Ascend Charter School,354,0.72,0.67,0.63,0.71,0.92,0.83,2.81,2.81,0.02,0.178,0,0.69,0.054,0.562,0.003,0.873,0.116,0,.,.,0.945,0.16,.,N<15,0.92
84K693,Northside Charter High School,389,0.83,0.9,0.74,0.95,0.81,0.92,2.8,2.57,0.057,0.188,0.018,0.76,0.059,0.65,0.015,0.154,0.761,0.054,.,.,0.937,0.153,.,0.608,0.85
84K707,Brooklyn Prospect Charter School,446,0.81,0.82,0.71,0.85,0.91,0.89,3.18,3.27,0.016,0.188,0.002,0.44,0.034,0.339,0.083,0.099,0.388,0.381,.,.,.,.,.,0.705,0.96
84K712,Excellence Girls Charter School,684,0.77,0.81,0.61,0.83,0.92,0.84,3.06,3.41,0.015,0.152,0.012,0.63,0.053,0.509,0.007,0.722,0.218,0.012,.,.,0.942,0.147,.,0.775,0.93
84K730,Summit Academy Charter School,194,0.69,0.68,0.71,0.73,0.96,0.86,2.81,2.73,0.031,0.206,0.015,0.79,0.103,0.639,0.005,0.546,0.402,0.01,.,.,0.808,0.458,.,0.705,0.71
84K733,"Math, Engineering, and Science Academy Charter Hig",472,0.67,0.74,0.71,0.75,0.86,0.86,2.76,2.63,0.119,0.131,0.019,0.81,0.061,0.714,0.019,0.097,0.809,0.015,.,.,0.945,0.162,.,0.564,0.93
84K738,New Visions Charter High School for Advanced Math,391,0.77,0.76,0.59,0.81,0.85,0.84,2.83,2.73,0.043,0.123,0.003,0.65,0.074,0.54,0.064,0.772,0.097,0.031,.,.,0.927,0.245,.,0.769,0.9
84K739,New Visions Charter High School for the Humanities,233,0.66,0.58,0.62,0.7,0.87,0.81,2.77,2.5,0.03,0.176,0.017,0.7,0.112,0.597,0,0.876,0.103,0.013,.,.,0.906,0.309,.,0.455,0.86
84K744,Coney Island Preparatory Public Charter School,338,0.81,0.82,0.71,0.85,0.95,0.89,3.03,3.14,0.021,0.219,0.003,0.73,0.065,0.633,0.092,0.408,0.37,0.112,.,.,0.931,0.204,.,0.711,0.9
84K757,Unity Prep Charter School,244,0.74,0.71,0.62,0.81,0.91,0.83,2.78,2.49,0.025,0.234,0.029,0.75,0.082,0.639,0,0.795,0.176,0.012,.,.,0.923,0.207,.,N<15,N<15
84K775,Leadership Preparatory Ocean Hill Charter School,416,0.8,0.76,0.64,0.8,0.94,0.84,3.18,3.59,0.007,0.101,0,0.64,0.036,0.522,0.01,0.861,0.058,0.007,.,.,0.937,0.201,.,N<15,0.9
84K803,Brooklyn LAB Charter School,229,0.72,0.68,0.57,0.75,0.89,0.83,2.73,2.51,0.035,0.279,0.061,0.72,0.144,0.585,0.013,0.76,0.197,0.017,.,.,1,.,.,N<15,N<15
84K892,Brooklyn Emerging Leaders Academy,115,0.85,0.88,0.8,0.92,0.95,0.94,2.93,2.6,0.026,0.191,0.009,0.74,0.122,0.617,0,0.73,0.226,0.017,.,.,.,.,.,N<15,N<15
84M065,Democracy Prep Endurance Charter School,302,0.74,0.72,0.6,0.72,0.89,0.79,3.16,3.31,0.046,0.136,0.013,0.75,0.109,0.573,0,0.659,0.325,0.01,.,.,0.92,0.19,.,N<15,0.7
84M068,KIPP Washington Heights Middle School,235,0.87,0.88,0.79,0.94,0.93,0.95,3.33,3.46,0.038,0.132,0.009,0.8,0.085,0.677,0.004,0.128,0.868,0,.,.,0.942,0.119,.,N<15,N<15
84M204,Capital Preparatory (CP) Harlem Charter School,88,0.72,0.59,0.5,0.67,0.87,0.69,3.01,2.54,0.023,0.193,0,0.76,0.205,0.602,0,0.761,0.227,0,.,.,0.74,0.558,.,N<15,N<15
84M279,The Opportunity Charter School,261,0.65,0.64,0.62,0.77,0.87,0.82,2.35,2,0.13,0.64,0.176,0.89,0.142,0.816,0.015,0.494,0.471,0.004,.,.,0.851,0.533,.,0.451,0.89
84M284,Harlem Children's Zone Promise Academy 1 Charter S,250,0.75,0.68,0.64,0.79,0.9,0.85,2.99,3.13,0.008,0.116,0.004,0.79,0.064,0.668,0.004,0.86,0.108,0.004,.,.,0.949,0.116,.,0.942,0.97
84M335,Harlem Village Academy East Charter School,163,0.68,0.67,0.59,0.79,0.79,0.84,2.97,3.04,0,0.233,0.006,0.77,0.104,0.607,0,0.669,0.319,0,.,.,0.938,0.181,.,0.804,0.98
84M336,KIPP Infinity Charter School,295,0.87,0.88,0.79,0.94,0.93,0.95,3.41,3.88,0.017,0.197,0.003,0.79,0.068,0.681,0,0.22,0.773,0.007,.,.,0.933,0.179,.,0.77,0.92
84M341,Harlem Children's Zone Promise Academy II Charter,238,0.73,0.71,0.62,0.81,0.9,0.86,3.16,3.43,0.004,0.118,0,0.77,0.067,0.643,0.013,0.836,0.134,0.013,.,.,0.942,0.156,.,0.889,0.98
84M350,Democracy Prep Charter School,359,0.75,0.72,0.64,0.8,0.89,0.81,3.2,3.57,0.039,0.139,0.008,0.74,0.089,0.596,0.017,0.624,0.34,0.008,.,.,0.947,0.115,.,0.61,0.81
84M351,Success Academy Charter School - Harlem 1,391,.,.,.,0.8,0.89,0.76,3.85,4.13,0,0.113,0,0.69,0.026,0.542,0.008,0.627,0.179,0.013,.,.,.,.,.,N<15,0.81
84M353,New Heights Academy Charter School,386,0.8,0.82,0.71,0.87,0.95,0.89,2.93,2.67,0.083,0.132,0,0.89,0.106,0.819,0.003,0.028,0.969,0,.,.,0.917,0.182,.,0.714,0.86
84M382,DREAM Charter School,205,0.75,0.68,0.65,0.74,0.94,0.83,2.72,2.57,0.024,0.263,0.02,0.81,0.112,0.663,0.029,0.302,0.595,0.059,.,.,0.929,0.244,.,N<15,N<15
84M385,Success Academy Charter School - Harlem 3,228,.,.,.,0.83,0.92,0.87,3.82,4.1,0.009,0.096,0,0.71,0.039,0.561,0.004,0.443,0.132,0.004,.,.,.,.,.,N<15,N<15
84M433,Renaissance Charter High School for Innovation,444,0.72,0.66,0.68,0.72,0.8,0.82,2.53,2.26,0.11,0.329,0.045,0.9,0.151,0.797,0.009,0.421,0.556,0.007,.,.,0.691,0.875,.,0.194,0.78
84M478,Inwood Academy for Leadership Charter School,468,0.74,0.81,0.7,0.88,0.91,0.93,2.78,2.82,0.132,0.229,0.015,0.8,0.079,0.679,0,0.038,0.944,0.004,.,.,0.943,0.172,.,N<15,0.89
84M481,Democracy Prep Harlem Charter School,335,0.75,0.73,0.61,0.81,0.93,0.84,2.97,3.18,0.054,0.17,0.036,0.76,0.09,0.627,0.009,0.636,0.322,0.009,.,.,0.956,0.069,.,0.738,0.79
84M522,Broome Street Academy Charter School,302,0.74,0.61,0.66,0.74,0.8,0.82,2.7,2.49,0.043,0.255,0.01,0.81,0.166,0.709,0.013,0.513,0.404,0.03,.,.,.,.,.,0.463,0.57
84M708,Harlem Prep Charter School,273,0.78,0.77,0.6,0.81,0.92,0.86,2.98,3.08,0.033,0.209,0.029,0.8,0.121,0.667,0.007,0.571,0.407,0.007,.,.,0.914,0.228,.,N<15,N<15
84M709,Harlem Village Academy West Charter School,169,0.68,0.67,0.59,0.79,0.79,0.84,2.91,3.07,0.012,0.189,0,0.8,0.077,0.657,0,0.751,0.219,0.006,.,.,0.952,0.094,.,0.755,1
84M726,KIPP STAR College Prep Charter School,248,0.87,0.88,0.79,0.94,0.93,0.95,3.24,3.42,0.012,0.226,0,0.75,0.052,0.613,0.004,0.532,0.444,0,.,.,0.931,0.191,.,0.88,0.98
84Q320,New Visions Charter High School for Advanced Math,473,0.74,0.7,0.66,0.77,0.86,0.84,2.81,2.62,0.027,0.156,0.015,0.52,0.053,0.419,0.082,0.717,0.148,0.008,.,.,0.926,0.255,.,N<15,0.86
84Q373,New Visions Charter High School for the Humanities,189,0.74,0.72,0.6,0.79,0.9,0.86,2.71,2.47,0.011,0.185,0.016,0.72,0.106,0.63,0.032,0.614,0.249,0.053,.,.,0.896,0.325,.,N<15,N<15
84Q705,Renaissance Charter School,213,0.83,0.83,0.72,0.85,0.95,0.89,3.11,3.18,0.019,0.16,0,0.55,0.033,0.451,0.178,0.085,0.653,0.08,.,.,0.943,0.153,.,0.653,0.96
84R067,John W. Lavelle Preparatory Charter School,222,0.82,0.92,0.73,0.96,0.91,0.92,2.78,2.68,0.014,0.36,0.005,0.62,0.023,0.482,0.027,0.338,0.468,0.149,.,.,0.907,0.343,.,0.68,1
84R070,Lois and Richard Nicotra Early College Charter Sch,40,0.72,0.78,0.64,0.85,0.87,0.84,2.77,2.38,0.05,0.275,0.075,0.78,0.125,0.725,0.05,0.325,0.425,0.15,.,.,0.909,0.405,.,N<15,N<15
84X185,Bronx Lighthouse Charter School,241,0.77,0.7,0.66,0.75,0.89,0.82,3.02,2.75,0.046,0.162,0.008,0.78,0.05,0.651,0.008,0.303,0.676,0.004,.,.,.,.,.,0.627,0.88
84X202,New Visions Charter High School for Advanced Math,551,0.81,0.85,0.72,0.9,0.84,0.9,2.83,2.68,0.096,0.187,0.007,0.84,0.1,0.721,0.009,0.408,0.53,0.015,.,.,0.885,0.374,.,0.623,0.94
84X208,New Visions Charter High School for the Humanities,491,0.75,0.73,0.62,0.82,0.9,0.86,2.61,2.39,0.161,0.198,0.02,0.85,0.151,0.719,0.018,0.375,0.574,0.01,.,.,0.842,0.503,.,0.443,0.77
84X345,Hyde Leadership Charter School,262,0.77,0.79,0.72,0.82,0.94,0.88,2.89,3.04,0.061,0.195,0,0.84,0.115,0.718,0,0.267,0.725,0.008,.,.,0.901,0.288,.,0.75,0.82
84X347,International Leadership Charter High School,354,.,.,.,.,.,.,2.86,2.67,0.088,0.172,0.014,0.8,0.093,0.681,0.02,0.116,0.802,0.025,.,.,0.932,0.208,.,0.717,0.85
84X393,University Prep Charter High School,433,0.82,0.79,0.78,0.87,0.89,0.87,2.99,2.91,0.067,0.12,0.007,0.78,0.074,0.64,0.018,0.358,0.612,0.009,.,.,0.948,0.122,.,0.718,0.94
84X395,"NYC Charter High School for Architecture, Engineer",443,0.83,0.82,0.78,0.88,0.94,0.91,2.64,2.53,0.102,0.205,0.009,0.83,0.12,0.716,0.011,0.42,0.562,0,.,.,0.929,0.21,.,0.557,0.95
84X429,Charter High School for Law and Social Justice,425,0.7,0.68,0.55,0.71,0.7,0.79,2.81,2.51,0.104,0.12,0.014,0.81,0.113,0.692,0.002,0.2,0.736,0,.,.,.,.,.,N<15,0.72
84X461,Metropolitan Lighthouse Charter School,110,0.76,0.72,0.69,0.75,0.92,0.85,2.85,2.58,0.091,0.182,0,0.9,0.082,0.791,0,0.255,0.736,0,.,.,0.93,0.218,.,N<15,N<15
84X471,American Dream Charter School,168,0.85,0.91,0.82,0.92,0.97,0.94,2.74,2.59,0.185,0.167,0.012,0.91,0.149,0.81,0,0.042,0.946,0.006,.,.,.,.,.,N<15,N<15
84X482,Dr. Richard Izquierdo Health and Science Charter S,459,0.84,0.82,0.8,0.87,0.95,0.91,2.84,2.87,0.118,0.183,0.004,0.87,0.1,0.747,0.009,0.261,0.708,0.011,.,.,0.911,0.314,.,0.544,0.8
84X488,The Equality Charter School,366,0.76,0.77,0.67,0.88,0.9,0.88,2.84,2.64,0.049,0.24,0,0.66,0.057,0.541,0.011,0.598,0.383,0.005,.,.,0.917,0.257,.,N<15,0.9
84X539,New Visions Charter High School for Advanced Math,495,0.8,0.77,0.7,0.86,0.84,0.88,2.83,2.75,0.063,0.131,0.016,0.79,0.109,0.657,0.028,0.414,0.511,0.01,.,.,0.888,0.356,.,0.73,0.91
84X553,New Visions Charter High School for the Humanities,539,0.76,0.79,0.69,0.91,0.9,0.88,2.68,2.44,0.065,0.204,0.032,0.81,0.122,0.681,0.017,0.332,0.627,0.007,.,.,0.902,0.342,.,0.462,0.99
84X581,South Bronx Community Charter School,288,0.72,0.76,0.69,0.8,0.91,0.87,2.82,2.63,0.08,0.233,0.031,0.85,0.073,0.747,0,0.358,0.622,0.01,.,.,.,.,.,N<15,N<15
84X597,The Urban Assembly Charter School for Computer Sci,110,0.88,0.95,0.86,0.99,0.95,0.97,2.81,2.84,0.091,0.255,0.027,0.83,0.1,0.709,0.036,0.345,0.573,0.009,.,.,0.936,0.127,.,N<15,N<15
84X610,Urban Dove Team Charter School II,106,0.75,0.85,0.95,0.87,0.98,0.97,2.23,1.94,0.16,0.415,0.057,0.93,0.179,0.887,0,0.311,0.66,0.028,.,.,0.508,0.938,.,N<15,N<15
84X703,Bronx Preparatory Charter School,342,0.79,0.77,0.66,0.82,0.87,0.83,3.06,3.13,0.061,0.079,0.003,0.79,0.073,0.62,0,0.474,0.515,0.009,.,.,0.96,0.076,.,0.742,0.8
84X704,KIPP Academy Charter School,260,0.87,0.88,0.79,0.94,0.93,0.95,3.23,3.27,0.046,0.146,0,0.76,0.065,0.604,0.004,0.454,0.531,0.004,.,.,0.938,0.148,.,0.795,0.95
